title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	treatment_protocol_ch1	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	relation	cell type:ch1	time post-treatment:ch1	tissue:ch1	treatment agent:ch1
Bcell-Memory_IgG_IgA-3 [HG-U133A]	GSM565317	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	B cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: IgG/IgA memory B cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from IgG/IgA memory B cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565317/suppl/GSM565317.CEL.gz	22283	Reanalyzed by: GSE86363	IgG/IgA memory B cells	NA	peripheral blood	NA
Bcell-Memory_IgG_IgA-4 [HG-U133A]	GSM565318	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	B cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: IgG/IgA memory B cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from IgG/IgA memory B cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565318/suppl/GSM565318.CEL.gz	22283	Reanalyzed by: GSE86363	IgG/IgA memory B cells	NA	peripheral blood	NA
Bcell-Memory_IgM-1 [HG-U133A]	GSM565319	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	B cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: IgM memory B cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from IgM memory B cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565319/suppl/GSM565319.CEL.gz	22283	Reanalyzed by: GSE86363	IgM memory B cells	NA	peripheral blood	NA
Bcell-Memory_IgM-2 [HG-U133A]	GSM565320	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	B cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: IgM memory B cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from IgM memory B cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565320/suppl/GSM565320.CEL.gz	22283	Reanalyzed by: GSE86363	IgM memory B cells	NA	peripheral blood	NA
Bcell-Memory_IgM-3 [HG-U133A]	GSM565321	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	B cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: IgM memory B cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from IgM memory B cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565321/suppl/GSM565321.CEL.gz	22283	Reanalyzed by: GSE86363	IgM memory B cells	NA	peripheral blood	NA
Bcell-Memory_IgM-4 [HG-U133A]	GSM565322	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	B cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: IgM memory B cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from IgM memory B cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565322/suppl/GSM565322.CEL.gz	22283	Reanalyzed by: GSE86363	IgM memory B cells	NA	peripheral blood	NA
PlasmaCell-FromPBMC-1 [HG-U133A]	GSM565323	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Plasma cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Plasma cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting peripheral blood plasma cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565323/suppl/GSM565323.CEL.gz	22283	Reanalyzed by: GSE86363	Plasma cells	NA	peripheral blood	NA
PlasmaCell-FromPBMC-2 [HG-U133A]	GSM565324	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Plasma cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Plasma cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting peripheral blood plasma cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565324/suppl/GSM565324.CEL.gz	22283	Reanalyzed by: GSE86363	Plasma cells	NA	peripheral blood	NA
PlasmaCell-FromPBMC-3 [HG-U133A]	GSM565325	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Plasma cells from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Plasma cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting peripheral blood plasma cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565325/suppl/GSM565325.CEL.gz	22283	Reanalyzed by: GSE86363	Plasma cells	NA	peripheral blood	NA
PlasmaCell-FromBoneMarrow-1 [HG-U133A]	GSM565326	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Plasma cells from bone marrow	Homo sapiens	tissue: bone marrow	cell type: Plasma cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting bone marrow plasma cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565326/suppl/GSM565326.CEL.gz	22283	Reanalyzed by: GSE86363	Plasma cells	NA	bone marrow	NA
PlasmaCell-FromBoneMarrow-2 [HG-U133A]	GSM565327	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Plasma cells from bone marrow	Homo sapiens	tissue: bone marrow	cell type: Plasma cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting bone marrow plasma cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565327/suppl/GSM565327.CEL.gz	22283	Reanalyzed by: GSE86363	Plasma cells	NA	bone marrow	NA
PlasmaCell-FromBoneMarrow-3 [HG-U133A]	GSM565328	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Plasma cells from bone marrow	Homo sapiens	tissue: bone marrow	cell type: Plasma cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting bone marrow plasma cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565328/suppl/GSM565328.CEL.gz	22283	Reanalyzed by: GSE86363	Plasma cells	NA	bone marrow	NA
PlasmaCell-FromBoneMarrow-4 [HG-U133A]	GSM565329	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Plasma cells from bone marrow	Homo sapiens	tissue: bone marrow	cell type: Plasma cells	treatment agent: NA	time post-treatment: NA	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from resting bone marrow plasma cells	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565329/suppl/GSM565329.CEL.gz	22283	Reanalyzed by: GSE86363	Plasma cells	NA	bone marrow	NA
Monocyte-Day0-1 [HG-U133A]	GSM565330	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: NA	time post-treatment: 0 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from freshly isolated monocytes	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565330/suppl/GSM565330.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	0 day	peripheral blood	NA
Monocyte-Day0-2 [HG-U133A]	GSM565331	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: NA	time post-treatment: 0 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from freshly isolated monocytes	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565331/suppl/GSM565331.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	0 day	peripheral blood	NA
Monocyte-Day0-3 [HG-U133A]	GSM565332	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: NA	time post-treatment: 0 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from freshly isolated monocytes	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565332/suppl/GSM565332.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	0 day	peripheral blood	NA
Monocyte-Day0-4 [HG-U133A]	GSM565333	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: NA	time post-treatment: 0 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from freshly isolated monocytes	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565333/suppl/GSM565333.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	0 day	peripheral blood	NA
Monocyte-Day0-5 [HG-U133A]	GSM565334	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: NA	time post-treatment: 0 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from freshly isolated monocytes	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565334/suppl/GSM565334.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	0 day	peripheral blood	NA
Monocyte-Day0-6 [HG-U133A]	GSM565335	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: NA	time post-treatment: 0 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from freshly isolated monocytes	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565335/suppl/GSM565335.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	0 day	peripheral blood	NA
Monocyte-Day0-7 [HG-U133A]	GSM565336	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: NA	time post-treatment: 0 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from freshly isolated monocytes	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565336/suppl/GSM565336.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	0 day	peripheral blood	NA
Monocyte-Day0-8 [HG-U133A]	GSM565337	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: NA	time post-treatment: 0 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from freshly isolated monocytes	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565337/suppl/GSM565337.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	0 day	peripheral blood	NA
Monocyte-Day0-9 [HG-U133A]	GSM565338	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: NA	time post-treatment: 0 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from freshly isolated monocytes	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565338/suppl/GSM565338.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	0 day	peripheral blood	NA
Monocyte-Day0-10 [HG-U133A]	GSM565339	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: NA	time post-treatment: 0 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from freshly isolated monocytes	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565339/suppl/GSM565339.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	0 day	peripheral blood	NA
Monocyte-Day0-11 [HG-U133A]	GSM565340	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: NA	time post-treatment: 0 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from freshly isolated monocytes	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565340/suppl/GSM565340.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	0 day	peripheral blood	NA
Monocyte-Day0-12 [HG-U133A]	GSM565341	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: NA	time post-treatment: 0 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from freshly isolated monocytes	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565341/suppl/GSM565341.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	0 day	peripheral blood	NA
