Hugo	CD4+_T_cells_BGI_output2	CD4+_T_cells_BGI_output1	CD4+_T_cells_BGI_output3	CD8+_T_cells_BGI_output2	Monocytes_BGI_output2	Monocytes_BGI_output3	Monocytes_BGI	CD8+_T_cells_BGI_output3	Monocytes_BGI_output1	CD8+_T_cells_BGI	CD8+_T_cells_BGI_output1	CD4+_T_cells_BGI
IGHV3-73	0.1398123177	0.1398263068	0.1398123177	0.39498024949	0	0	0	0.39491326724000003	0	0.7844653229999999	0.39498024949	0.13185515679999998
IGHV3-74	1.55814208	1.55814509	1.55814208	1.0365975790000002	0	0	0	1.03657925	0	1.23325365	1.0365975790000002	1.43080037
IGHV3-75	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-76	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-79	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3OR15-7	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3OR16-10	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3OR16-11	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3OR16-12	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3OR16-13	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3OR16-15	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3OR16-16	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3OR16-6	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3OR16-7	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3OR16-8	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3OR16-9	0.378638	0.37875	0.378638	0.654283	0	0	0	0.653791	0	0.44615899999999997	0.654283	0.132767
IGHV4-28	0	0	0	0	0	0	0	0	0	0	0	0
IGHV4-31	0	0	0	0.58385	0	0	0	0.583748	0	0.464656	0.58385	0
IGHV4-34	6.43041	6.43099	6.43041	1.44052	0.09859960356	0.09859960356	0.09863850792	1.44021	0.09859910627	0.845499	1.44052	5.69371
IGHV4-39	1.819349514	1.8195096929999999	1.819349514	0.29485098103	0.17812941558	0.17812941558	0.17821958478	0.29479798771	0.17816978924000001	0.986365846	0.29485098103	2.082268468
IGHV4-4	0.441352	0.441388	0.441352	1.423698	0	0	0	1.423428	0	0.818196	1.423698	0.538564
IGHV4-55	0.369814	0.369846	0.369814	0.1757904	0	0	0	0.1757484	0	0.1738398	0.1757904	0.1983266
IGHV4-59	2.01088	2.01094	2.01088	1.34443	0.279888	0.279888	0.238874	1.344346	0.279974	1.929548	1.34443	2.67642
IGHV4-61	0.914898	0.914966	0.914898	2.94862	0.237554	0.237554	0.1835692	2.94814	0.23763	2.4041	2.94862	0.54986
IGHV4-80	0	0	0	0	0	0	0	0	0	0	0	0
IGHV4OR15-8	0	0	0	0	0	0	0.0784339	0	0	0	0	0
IGHV5-10-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV5-51	3.148879657	3.1491690969999997	3.148879657	4.5469907031	0	0	0	4.5460807798	0	3.32867	4.5469907031	4.200019341
IGHV5-78	0	0	0	0.201424	0	0	0	0.201328	0	0.201416	0.201424	0
IGHV6-1	0	0	0	0	0.18533514891	0.18533514891	0.09271279348	0	0.18538014626000002	0.210448	0	0
IGHV7-27	0	0	0	0	0	0	0	0	0	0	0	0.1710666
IGHV7-34-1	0.612728	0.61283	0.612728	0	0	0	0	0	0	0.1434216	0	0.460274
IGHV7-40	0	0	0	0	0	0	0	0	0	0	0	0
IGHV7-4-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV7-56	0	0	0	0	0	0	0	0	0	0	0	0
IGHV7-81	0.119029	0.11904000000000001	0.119029	0	0	0	0	0	0	0.112414	0	0.119056
IGHVII-1-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-15-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-22-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-26-2	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-28-1	0	0	0	0.56673	0	0	0	0.566423	0	0.849898	0.56673	0
IGHVII-30-1	0	0	0	0.579133	0	0	0	0.57891	0	0.386036	0.579133	0
IGHVII-30-21	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-31-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-33-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-40-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-43-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-44-2	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-46-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-49-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-51-2	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-53-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-60-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-62-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-65-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-67-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-74-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-78-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-11-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-13-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-16-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-2-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-22-2	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-25-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-26-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-38-1	0	0	0	0.664223	0	0	0	0.663893	0	0.665074	0.664223	0
IGHVIII-44	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-47-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-5-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-51-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-5-2	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-67-2	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-67-3	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-67-4	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-76-1	0	0	0	0.214932	0	0	0	0.21484	0	0.215052	0.214932	0
IGHVIII-82	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIV-44-1	0	0	0	0	0	0	0	0	0	0	0	0
IGIP	0.21767	0.217639	0.21767	0.368985	0.241836	0.241836	0.221135	0.36907	0.241875	0.329893	0.368985	0.2785
IGJP1	0	0	0	0	0	0	0	0	0	0	0	0
IGKC	115.284	115.287	115.284	144.562	8.50411	8.50411	8.44298	144.55	8.50702	150.443	144.562	111.562
IGKJ1	13.6155	13.6133	13.6155	6.98892	0	0	0	7.07734	0	3.72619	6.98892	7.01868
IGKJ2	0	0	0	5.01844	0	0	0	5.07529	0	5.41923	5.01844	0
IGKJ3	0	0	0	1.74723	0	0	1.93578	1.76934	0	1.8631	1.74723	0
IGKJ4	6.25982	6.25881	6.25982	1.87419	1.96093	1.96093	2.1161	1.89961	2.30357	1.96535	1.87419	14.8605
IGKJ5	0	0	0	1.74723	5.4153	5.4153	3.87157	1.76934	6.2745	1.8631	1.74723	0
IGKV1-12	1.082456	1.082586	1.082456	1.72989	0.873458	0.873458	0.6851	1.7295180000000001	0.873452	1.53341	1.72989	1.148864
IGKV1-13	1.384144	1.38458	1.384144	0	0	0	0	0	0	0	0	0.434084
IGKV1-16	1.23477	1.23485	1.23477	2.18688	0	0	0	2.18636	0	2.4675	2.18688	0.894574
IGKV1-17	1.096244	1.096328	1.096244	0.333206	0.217788	0.217788	0.1146878	0.333128	0.21779	0.77378	0.333206	0.771712
IGKV1-22	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1-27	0.746962	0.747024	0.746962	1.075686	0	0	0	1.075446	0	0.955756	1.075686	0.694746
IGKV1-32	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1-33	1.078036	1.078126	1.078036	3.1558	0.1068602	0.1068602	0.22488	3.1551	0.106867	4.8354799999999996	3.1558	2.54552
IGKV1-35	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1-37	0.762142	0.762208	0.762142	0.583206	0	0	0	0.583082	0	0.58953	0.583206	0.902628
IGKV1-39	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1-5	1.633588	1.633622	1.633588	2.81696	0.314166	0.314166	0.517678	2.81676	0.314254	3.57836	2.81696	2.11496
IGKV1-6	0.780926	0.780988	0.780926	0.49389	0	0	0	0.493778	0	0.387252	0.49389	0.339266
IGKV1-8	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1-9	2.71332	2.71356	2.71332	2.60172	0	0	0	2.6012	0	2.45616	2.60172	2.53188
IGKV1D-12	0.894181	0.894136	0.894181	0	0	0	0	0	0	0	0	0.866198
IGKV1D-13	0	0	0	0	0.219896	0.219896	0.110006	0	0.219898	0	0	0
IGKV1D-16	0	0	0	0.194396	0	0	0	0.19435	0	0.180995	0.194396	0
IGKV1D-17	0	0	0	0	0.125667	0.125667	0.125699	0	0.125701	0	0	0
IGKV1D-22	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1D-27	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1D-32	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1D-33	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1D-35	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1D-37	0	0	0	0	0	0	0	0	0	0.142888	0	0
IGKV1D-39	8.07698	8.07764	8.07698	9.84916	0.243895	0.243895	0.512934	9.8469	0.243898	9.32114	9.84916	9.46491
IGKV1D-42	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1D-43	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1D-8	0.337988	0.337996	0.337988	0	0	0	0	0	0	0	0	0.1688646
IGKV1OR10-1	0	0	0	0	0	0	0	0	0	0	0	0.244132
IGKV1OR1-1	0	0	0	1.56125	0.636833	0.636833	0.892364	1.56088	0.636709	0.953309	1.56125	0
IGKV1OR-2	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR2-1	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR2-108	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR2-11	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR2-118	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR2-2	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR22-1	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR22-5	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR2-3	0.673085	0.67327	0.673085	0	0	0	0	0	0	0	0	0.699795
IGKV1OR2-6	0	0	0	0.230308	0	0	0	0.230175	0	0.230547	0.230308	0.243926
IGKV1OR2-9	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR-3	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR9-1	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR9-2	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2-10	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2-14	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2-18	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2-19	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2-23	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2-24	0.684364	0.684422	0.684364	2.00568	0.1030436	0.1030436	0.206168	2.00524	0.1030316	2.0056	2.00568	0.797158
IGKV2-26	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2-28	3.52	3.51882	3.52	5.40836	0.412174	0.412174	0.515418	5.40752	0.412126	4.40472	5.40836	4.2264
IGKV2-29	0	0	0	0	0	0	0.1121296	0	0	0	0	0
IGKV2-30	2.73746	2.7377	2.73746	3.0675	0.412174	0.412174	0.30925	3.06682	0.412126	3.0674	3.0675	1.992896
IGKV2-36	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2-38	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2-4	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2-40	0.7618005342340001	0.7619745352080001	0.7618005342340001	0.25849000429992	0	0	0	0.25839800420574	0	0.910156	0.25849000429992	0
IGKV2D-10	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2D-14	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2D-18	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2D-19	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2D-23	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2D-24	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2D-26	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2D-28	1.23283	1.23555	1.23283	1.3053	0	0	0	1.30429	0	1.02991	1.3053	0.0764458
IGKV2D-29	0	0	0	0.235962	0	0	0	0.23591	0	0.726326	0.235962	0.193084
IGKV2D-30	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2D-36	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2D-38	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2D-40	0.3809	0.380987	0.3809	0.129245	0	0	0	0.129199	0	0	0.129245	0.725432
IGKV2OR2-1	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2OR2-10	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2OR2-2	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2OR22-3	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2OR22-4	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2OR2-7	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2OR2-7D	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2OR2-8	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3-11	8.77568	8.77646	8.77568	7.61186	0	0	0.265602	7.61016	0	9.37288	7.61186	8.40376
IGKV3-15	4.79348	4.79384	4.79348	5.736	0.531642	0.531642	0.342276	5.73506	0.531952	5.13562	5.736	4.74764
IGKV3-20	14.39492	14.39622	14.39492	17.47686	1.048696	1.048696	0.720576	17.47314	1.048526	16.90388	17.47686	13.157
IGKV3-25	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3-31	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3-34	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3-7	0.1112002	0.1112084	0.1112002	0	0	0	0	0	0	0.1031038	0	0.1103218
IGKV3D-11	0.295009	0.295029	0.295009	0.167395	0	0	0	0.167373	0	0.166214	0.167395	0.457279
IGKV3D-15	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3D-20	0.723771	0.72382	0.723771	0.280367	0	0	0	0.280329	0	0.399505	0.280367	0.560832
IGKV3D-25	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3D-31	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3D-34	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3D-7	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3OR22-2	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3OR2-268	1.41036	1.41061	1.41036	0.348243	0	0	0	0.34816	0	0.341135	0.348243	1.37114
IGKV3OR2-5	0	0	0	0	0	0	0	0	0	0	0	0
IGKV4-1	8.60158	8.60178	8.60158	6.35259	0.432652	0.432652	0.247292	6.35218	0.432771	6.28187	6.35259	7.06746
IGKV5-2	0.823072	0.823148	0.823072	0.436668	0	0	0	0.43658	0	0.3275	0.436668	0.70568
IGKV6-21	0.474216	0.474262	0.474216	0	0	0	0	0	0	0	0	0.35942
IGKV6D-21	0	0	0	0.434872	0	0	0	0.434784	0	0.543614	0.434872	0
IGKV6D-41	0	0	0	0	0	0	0	0	0	0	0	0
IGKV7-3	0	0	0	0	0	0	0	0	0	0	0	0
IGLC1	8.02809	8.02904	8.02809	18.6738	0.911122	0.911122	0.882461	18.6704	0.911503	18.574	18.6738	10.025
IGLC2	28.4378	28.4396	28.4378	36.4088	1.37004	1.37004	1.48919	36.4037	1.37056	35.7004	36.4088	28.6722
IGLC3	25.6851	25.6867	25.6851	29.7535	2.05506	2.05506	1.85346	29.7492	2.05585	28.9358	29.7535	24.811
IGLC4	0	0	0	0	0	0	0	0	0	0	0	0
IGLC5	0	0	0	0	0	0	0	0	0	0.204284	0	0
IGLC6	0.553739	0.55387	0.553739	0	0	0	0	0	0	0	0	0.554286
IGLC7	0.871694	0.87176	0.871694	0	0	0	0.175024	0	0	0.0984997	0	0.654084
IGLCOR22-1	0.185729	0.185773	0.185729	0	0	0	0	0	0	0	0	0.185924
IGLCOR22-2	0	0	0	0	0	0	0	0	0	0	0	0
IGLJ1	0	0	0	1.44211	0	0	0	1.44263	0	0	1.44211	0
IGLJ2	0	0	0	4.97542	0	0	0	4.97276	0	3.56104	4.97542	0
IGLJ3	3.80508	3.81011	3.80508	0	0	0	0	0	0	0	0	0.761183
IGLJ4	0	0	0	0	0	0	0	0	0	0	0	0
IGLJ5	0	0	0	0	0	0	0	0	0	0	0	0
IGLJ6	0	0	0	0	0	0	0	0	0	0	0	0
IGLJ7	0	0	0	0	0	0	0	0	0	0	0	0
IGLJCOR18	0	0	0	0	0	0	0	0	0	0	0	0
IGLL1	0.0585995	0.0585984	0.0585995	0.142408	0.0416423	0.0416423	0.0833079	0.142414	0.0416533	0.0949597	0.142408	0.0778762
IGLL3P	0	0	0	0	0	0	0	0	0	0	0	0
IGLL4P	0	0	0	0	0	0	0	0	0	0	0	0
IGLL5	2.0656	2.06529	2.0656	1.709567	0.107773	0.107773	0.215495	1.7100039999999999	0.107767	2.3586025	1.709567	1.72435
IGLON5	0.0471859	0.0471796	0.0471859	0.0851408	0.103978	0.103978	0.132062	0.0851594	0.103994	0.0639221	0.0851408	0.0235911
IGLV10-54	0.710682	0.71074	0.710682	1.85819	0	0	0	1.85775	0	1.06212	1.85819	0.711535
IGLV10-67	0	0	0	0	0	0	0	0	0	0	0	0
IGLV11-55	0	0	0	0	0	0	0	0	0	0	0	0
IGLV1-36	0	0	0	0.904362	0	0	0	0.904158	0	0.64656	0.904362	0
IGLV1-40	3.63798	3.63832	3.63798	4.73192	0.0957424	0.0957424	0.0957818	4.73094	0.0957602	3.93024	4.73192	4.59954
IGLV1-41	0	0	0	0	0	0	0	0	0	0	0	0
IGLV1-44	3.996433	3.996626	3.996433	3.2945811	0	0	0.23050426000000002	3.2941608000000002	0	3.2067639999999997	3.2945811	4.352017
IGLV1-47	4.24696	4.2474	4.24696	0.719031	0	0	0	0.718862	0	2.09142	0.719031	3.6798
IGLV1-50	0.141277	0.14129	0.141277	0	0	0	0	0	0	0	0	0.136173
IGLV1-51	5.21814	5.21858	5.21814	5.33354	0.310509	0.310509	0.517735	5.33235	0.310462	5.45158	5.33354	3.94834
IGLV1-62	0	0	0	0	0	0	0	0	0	0	0	0
IGLV2-11	1.35227	1.3524	1.35227	1.29081	0	0	0	1.29052	0	1.51246	1.29081	2.14429
IGLV2-14	7.24321	7.24387	7.24321	7.70182	0	0	0	7.7002	0	8.17833	7.70182	7.24001
IGLV2-18	0.809009	0.809078	0.809009	0.932345	0	0	0	0.932124	0	0.665676	0.932345	0.793302
IGLV2-23	2.21122	2.2113	2.21122	0.407575	0.0684951	0.0684951	0.0685289	0.407547	0.0685157	1.04783	0.407575	2.22105
IGLV2-28	0	0	0	0	0	0	0	0	0	0	0	0
IGLV2-33	0	0	0	0	0	0	0	0	0	0	0	0
IGLV2-34	0	0	0	0	0	0	0.193155	0	0	0	0	0
IGLV2-5	0	0	0	0.690925	0	0	0	0.690526	0	0.461093	0.690925	0
IGLV2-8	1.30011	1.30015	1.30011	2.05741	0	0	0	2.05725	0	2.10521	2.05741	1.42658
IGLV3-1	2.17352	2.17371	2.17352	5.0885	0	0	0	5.08741	0	5.14975	5.0885	2.12538
IGLV3-10	0	0	0	1.22314	0	0	0	1.22286	0	1.10088	1.22314	0
IGLV3-12	0	0	0	0.555754	0	0	0	0.555621	0	0.564794	0.555754	0
IGLV3-13	0.812533	0.813205	0.812533	0.382851	0	0	0	0.382624	0	0.383241	0.382851	0.405793
IGLV3-15	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-16	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-17	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-19	2.81966	2.81989	2.81966	2.37968	0.109418	0.109418	0.437958	2.37912	0.109419	2.12917	2.37968	2.01628
IGLV3-2	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-21	1.85967	1.85966	1.85967	2.49434	0.263225	0.263225	0.157986	2.4943	0.263302	3.09098	2.49434	1.76703
IGLV3-22	0.468406	0.468449	0.468406	0	0	0	0	0	0	0	0	0.234277
IGLV3-24	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-25	1.80369	1.80384	1.80369	2.46945	0	0	0	2.46889	0	2.22261	2.46945	2.3029
IGLV3-26	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-27	0.537079	0.537122	0.537079	0.125246	0	0	0	0.125217	0	0.125245	0.125246	0.268837
IGLV3-29	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-30	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-31	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-32	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-4	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-6	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-7	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-9	0.703433	0.703479	0.703433	1.68034	0	0	0	1.68009	0	1.18623	1.68034	0.903344
IGLV4-3	0	0	0	0	0	0	0	0	0	0	0	0
IGLV4-60	0	0	0	0	0	0	0	0	0	0.134786	0	0
IGLV4-69	2.13825	2.13843	2.13825	1.04392	0	0	0	1.04372	0	0.83523	1.04392	2.13926
IGLV5-37	0.54465	0.544696	0.54465	0.88919	0	0	0	0.888984	0	0.889134	0.88919	0.413914
IGLV5-45	0	0	0	1.37299	0	0	0	1.37269	0	1.60178	1.37299	0
IGLV5-48	0	0	0	0	0	0	0	0	0	0	0	0
IGLV5-52	11.307	11.3079	11.307	12.9016	11.1625	11.1625	10.6282	12.8987	11.1627	13.3984	12.9016	10.7804
IGLV6-57	2.11225	2.11251	2.11225	2.96368	0	0	0.123442	2.96297	0	2.4002	2.96368	2.56811
IGLV7-35	0	0	0	0	0	0	0	0	0	0	0	0
IGLV7-43	0	0	0	0.362082	0	0	0	0.362	0	0.724092	0.362082	0.1296196
IGLV7-46	1.29515	1.29525	1.29515	0.362081	0	0	0	0.361999	0	0.241364	0.362081	0.777718
IGLV8-61	0	0	0	0	0	0	0	0	0	0	0	0
IGLV8OR8-1	0	0	0	0	0	0	0	0	0	0	0	0
IGLV9-49	0.117102	0.117112	0.117102	0.54359	0	0	0	0.54348	0	0.543614	0.54359	0.234277
IGLVI-20	0	0	0	0	0	0	0	0	0	0	0	0
IGLVI-38	0	0	0	0	0	0	0	0	0	0	0	0
IGLVI-42	0	0	0	0	0	0	0	0	0	0	0	0
IGLVI-56	0	0	0	0	0	0	0	0	0	0	0	0
IGLVI-63	0	0	0	0	0	0	0	0	0	0	0	0
IGLVI-68	0	0	0	0	0	0	0	0	0	0	0	0
IGLVI-70	0	0	0	0	0	0	0	0	0	0	0	0
IGLVIV-53	0	0	0	0	0	0	0	0	0	0	0	0
IGLVIV-59	0	0	0	0	0	0	0	0	0	0	0	0
IGLVIV-64	0	0	0	0	0	0	0	0	0	0	0	0
IGLVIV-65	0	0	0	0	0	0	0	0	0	0	0	0
IGLVIV-66-1	0	0	0	0	0	0	0	0	0	0	0	0
IGLVIVOR22-1	0	0	0	0	0.499503	0.499503	0.299821	0	0.499499	0	0	0
IGLVIVOR22-2	0.341756	0.341826	0.341756	0	0	0	0.140437	0	0	0.160408	0	0.17368
IGLVV-58	0	0	0	0	0	0	0	0	0	0	0	0
IGLVV-66	0	0	0	0	0	0	0	0	0	0	0	0
IGLVVI-22-1	0	0	0	0	0	0	0	0	0	0	0	0
IGLVVI-25-1	0	0	0	0	0	0	0	0	0	0	0	0
IGLVVII-41-1	0	0	0	0	0	0	0	0	0	0	0	0
IGSF1	0.0638632	0.0638534	0.0638632	0.0628435	0.0353936	0.0353936	0.07349510000000001	0.0628576	0.0353993	0.0625831	0.0628435	0.0687813
IGSF10	0	0	0	0.0395721	0	0	0	0.039580199999999996	0	0.02639383	0.0395721	0
IGSF11	0.5119369	0.5119123999999999	0.5119369	0.831361	0.088475	0.088475	0.0885007	0.8314412999999999	0.0884991	0.596093	0.831361	0.4193657
IGSF21	0.0169757	0.0169737	0.0169757	0	0	0	0	0	0	0	0	0.0337995
IGSF22	1.503636	1.503661	1.503636	2.1286168	3.1999836999999998	3.1999836999999998	3.1509563000000003	2.1284377	3.2009196	1.310566	2.1286168	1.2550059999999998
IGSF23	0	0	0	0	0.773943	0.773943	0.666841	0	0.773824	0	0	0
IGSF3	0.07797582380200001	0.077964723741	0.07797582380200001	0.0562332086846	0.0385324284442	0.0385324284442	0.0385371717967	0.0562465086892	0.038538528451000004	0.042195753813	0.0562332086846	0.077942260191
IGSF5	0.331789	0.331747	0.331789	0.0817358	0.107859	0.107859	0.131843	0.0817525	0.107875	0.13629	0.0817358	0.301517
IGSF6	0.80349	0.803396	0.80349	1.046093	53.28517	53.28517	53.35734	1.0459188	53.28911	0.982496	1.046093	0.9900606
IGSF8	22.01579	22.01343	22.01579	24.832440000000002	11.60615	11.60615	11.351600000000001	24.83712	11.60773	24.81669	24.832440000000002	22.19545
IGSF9	0.0599953	0.0599868	0.0599953	0.04642	0.1551149	0.1551149	0.16318980830479	0.0464308	0.1551389	0.0309611	0.04642	0.0686128
IGSF9B	7.854946	7.854702	7.854946	9.481933999999999	0	0	0	9.480877	0	8.7029424	9.481933999999999	8.54645
IHH	0.0154303	0.0154284	0.0154303	0.0836352	0.0122625	0.0122625	0.012264	0.0836522	0.0122643	0.055783	0.0836352	0.0154247
IK	133.20043	133.190693	133.20043	118.344599	75.143976	75.143976	77.691525	118.360144	75.161424	116.683572	118.344599	132.93236100000001
IKBIP	1.33576	1.335594	1.33576	1.1245939999999999	10.86125	10.86125	10.30486	1.124811	10.86278	1.311506	1.1245939999999999	1.4359899999999999
IKBKB	57.6434331	57.6390957	57.6434331	57.28126964	39.4156835	39.4156835	38.9123103	57.281183938	39.4208903	60.12521700312638	57.28126964	57.244771287999995
IKBKE	32.30989	32.30716	32.30989	26.761268	21.837331	21.837331	22.047507	26.765228	21.841547	26.321478	26.761268	31.36717
IKBKG	53.258545	53.258088	53.258545	84.680546262769	66.70481	66.70481	65.608029	84.677287268698	66.7089	79.857977086	84.680546262769	52.937503
IKBKGP1	11.0146	11.0157	11.0146	9.86701	2.15376	2.15376	1.50247	9.86379	2.15167	10.9959	9.86701	11.629
IKZF1	183.4206920515937	183.4120112079741	183.4206920515937	134.57945641510227	51.58276686482741	51.58276686482741	51.946024899708505	134.59100091507486	51.59420693287046	133.9423864373108	134.57945641510227	187.7158990768631
IKZF2	7.817865804	7.817195536	7.817865804	3.7971378000000002	0.0337674	0.0337674	0.082123583	3.7976897	0.0337727	4.157677800128261	3.7971378000000002	7.8337431
IKZF3	15.073431	15.071473999999998	15.073431	17.0734691	0.3125310284673	0.3125310284673	0.3848460467925	17.0775272	0.3125830284737	17.24963	17.0734691	15.7925084309
IKZF4	2.182789	2.182524	2.182789	1.8868995967755	1.959481	1.959481	2.07204	1.8871207978041	1.9598472	1.6135402	1.8868995967755	2.2571738
