GSM,GSE,GPL,val,technology,title,ReadLength,cell.type,ReadsType
GSM3018811,GSE110914,GPL16791,purified neutrophils,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,neutrophils,SINGLE
GSM3146125,GSE114625,GPL11154,B-cell line,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,B.cells,SINGLE
GSM3146123,GSE114625,GPL11154,B-cell line,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,B.cells,SINGLE
GSM3146120,GSE114625,GPL11154,B-cell line,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,B.cells,SINGLE
GSM3146127,GSE114625,GPL11154,B-cell line,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,B.cells,SINGLE
GSM3146122,GSE114625,GPL11154,B-cell line,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,B.cells,SINGLE
GSM3146124,GSE114625,GPL11154,B-cell line,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,B.cells,SINGLE
GSM3146121,GSE114625,GPL11154,B-cell line,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,B.cells,SINGLE
GSM3146126,GSE114625,GPL11154,B-cell line,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,B.cells,SINGLE
GSM3263520,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263521,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263518,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263506,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263519,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263507,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263512,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263513,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263516,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263504,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263517,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263514,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263505,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263498,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263492,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263515,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263502,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263510,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263499,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263493,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263503,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263511,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263500,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263501,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263508,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263509,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263494,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263496,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263495,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3263497,GSE116899,GPL11154,neutrophils,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM3272796,GSE117168,GPL21290,neutrophils,high-throughput sequencing,Illumina HiSeq 3000 (Homo sapiens),50,neutrophils,SINGLE
GSM3272795,GSE117168,GPL21290,neutrophils,high-throughput sequencing,Illumina HiSeq 3000 (Homo sapiens),50,neutrophils,SINGLE
GSM971689,GSE39561,GPL9115,human monocyte cell line,high-throughput sequencing,Illumina Genome Analyzer II (Homo sapiens),50,monocytic.lineage,SINGLE
GSM971693,GSE39561,GPL9115,human monocyte cell line,high-throughput sequencing,Illumina Genome Analyzer II (Homo sapiens),50,monocytic.lineage,SINGLE
GSM971690,GSE39561,GPL9115,human monocyte cell line,high-throughput sequencing,Illumina Genome Analyzer II (Homo sapiens),50,monocytic.lineage,SINGLE
GSM971688,GSE39561,GPL9115,human monocyte cell line,high-throughput sequencing,Illumina Genome Analyzer II (Homo sapiens),50,monocytic.lineage,SINGLE
GSM971692,GSE39561,GPL9115,human monocyte cell line,high-throughput sequencing,Illumina Genome Analyzer II (Homo sapiens),50,monocytic.lineage,SINGLE
GSM971691,GSE39561,GPL9115,human monocyte cell line,high-throughput sequencing,Illumina Genome Analyzer II (Homo sapiens),50,monocytic.lineage,SINGLE
GSM1098574,GSE45176,GPL16791,Human Dermal Microvascular Endothelial Cells (Lonza),high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,endothelial.cells,SINGLE
GSM1098572,GSE45176,GPL16791,Induced endothelial cells from cultured foreskin fibroblast cells (Stegment),high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,endothelial.cells,SINGLE
GSM1098573,GSE45176,GPL16791,Induced endothelial cells from cultured foreskin fibroblast cells (Stegment),high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,endothelial.cells,SINGLE
GSM1098575,GSE45176,GPL16791,Cultured foreskin fibroblast cells (Stegment),high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,fibroblasts,SINGLE
GSM1262051,GSE52260,GPL11154,Th0 12h rep3,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262050,GSE52260,GPL11154,Th0 6h rep3,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262027,GSE52260,GPL11154,Th0 0.5h rep2,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262049,GSE52260,GPL11154,Th0 4h rep3,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262031,GSE52260,GPL11154,Th0 6h rep2,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262047,GSE52260,GPL11154,Th0 1h rep3,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262032,GSE52260,GPL11154,Th0 12h rep2,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262029,GSE52260,GPL11154,Th0 2h rep2,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262045,GSE52260,GPL11154,CD4+,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262046,GSE52260,GPL11154,Th0 0.5h rep3,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262052,GSE52260,GPL11154,Th0 24h rep3,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262030,GSE52260,GPL11154,Th0 4h rep2,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262026,GSE52260,GPL11154,CD4+,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262016,GSE52260,GPL11154,Th0 72h rep1,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262048,GSE52260,GPL11154,Th0 2h rep3,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262015,GSE52260,GPL11154,Th0 48h rep1,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262012,GSE52260,GPL11154,Th0 6h rep1,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262054,GSE52260,GPL11154,Th0 72h rep3,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262034,GSE52260,GPL11154,Th0 48h rep2,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262028,GSE52260,GPL11154,Th0 1h rep2,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262035,GSE52260,GPL11154,Th0 72h rep2,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262053,GSE52260,GPL11154,Th0 48h rep3,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262014,GSE52260,GPL11154,Th0 24h rep1,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262013,GSE52260,GPL11154,Th0 12h rep1,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1262033,GSE52260,GPL11154,Th0 24h rep2,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,CD4.T.cells,SINGLE
GSM1436136,GSE59386,GPL11154,CD14+ myeloid cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,monocytic.lineage,SINGLE
GSM1436138,GSE59386,GPL11154,CD14+ myeloid cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,monocytic.lineage,SINGLE
GSM1438896,GSE59528,GPL11154,Neutrophil isolated from peripheral blood,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM1438897,GSE59528,GPL11154,Neutrophil isolated from peripheral blood,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM1438894,GSE59528,GPL11154,Neutrophil isolated from peripheral blood,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM1438895,GSE59528,GPL11154,Neutrophil isolated from peripheral blood,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM1480840,GSE60482,GPL11154,Naive CD4+CD45RA+CD45RO- T cell population was sorted using FACS Aria II,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM1480834,GSE60482,GPL11154,Naive CD4+CD45RA+CD45RO- T cell population was sorted using FACS Aria II,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM1480833,GSE60482,GPL11154,Naive CD4+CD45RA+CD45RO- T cell population was sorted using FACS Aria II,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM1480843,GSE60482,GPL11154,Naive CD4+CD45RA+CD45RO- T cell population was sorted using FACS Aria II,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM1480844,GSE60482,GPL11154,Naive CD4+CD45RA+CD45RO- T cell population was sorted using FACS Aria II,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM1480842,GSE60482,GPL11154,Naive CD4+CD45RA+CD45RO- T cell population was sorted using FACS Aria II,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM1480839,GSE60482,GPL11154,Naive CD4+CD45RA+CD45RO- T cell population was sorted using FACS Aria II,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM1480836,GSE60482,GPL11154,Naive CD4+CD45RA+CD45RO- T cell population was sorted using FACS Aria II,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM1480837,GSE60482,GPL11154,Naive CD4+CD45RA+CD45RO- T cell population was sorted using FACS Aria II,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM1480838,GSE60482,GPL11154,Naive CD4+CD45RA+CD45RO- T cell population was sorted using FACS Aria II,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM1480841,GSE60482,GPL11154,Naive CD4+CD45RA+CD45RO- T cell population was sorted using FACS Aria II,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM1480835,GSE60482,GPL11154,Naive CD4+CD45RA+CD45RO- T cell population was sorted using FACS Aria II,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM1665183,GSE68180,GPL11154,UNK,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,NK.cells,SINGLE
GSM1665184,GSE68180,GPL11154,UNK,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,NK.cells,SINGLE
GSM1665185,GSE68180,GPL11154,UNK,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,NK.cells,SINGLE
GSM1665186,GSE68180,GPL11154,UNK,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,NK.cells,SINGLE
GSM1704855,GSE69622,GPL11154,made from fibroblast-derived induced pluripotent stem cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,fibroblasts,SINGLE
GSM1704848,GSE69622,GPL11154,fibroblast,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,fibroblasts,SINGLE
GSM1704849,GSE69622,GPL11154,fibroblast,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,fibroblasts,SINGLE
GSM1704856,GSE69622,GPL11154,fibroblast,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,fibroblasts,SINGLE
GSM1820115,GSE70830,GPL11154,Purified normal B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,B.cells,SINGLE
GSM1820116,GSE70830,GPL11154,Purified normal B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,B.cells,SINGLE
GSM1820117,GSE70830,GPL11154,Purified normal B cells,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,B.cells,SINGLE
GSM1863315,GSE72420;GSE72501,GPL16791,ENCODE EBV-immortalized B cell line,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM1863321,GSE72420;GSE72501,GPL16791,ENCODE EBV-immortalized B cell line,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM1863319,GSE72420;GSE72501,GPL16791,ENCODE EBV-immortalized B cell line,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM1863316,GSE72420;GSE72501,GPL16791,ENCODE EBV-immortalized B cell line,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM1863322,GSE72420;GSE72501,GPL16791,ENCODE EBV-immortalized B cell line,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM1863320,GSE72420;GSE72501,GPL16791,ENCODE EBV-immortalized B cell line,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM1863318,GSE72420;GSE72501,GPL16791,ENCODE EBV-immortalized B cell line,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM1863317,GSE72420;GSE72501,GPL16791,ENCODE EBV-immortalized B cell line,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM1863323,GSE72420;GSE72501,GPL16791,ENCODE EBV-immortalized B cell line,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM1863324,GSE72420;GSE72501,GPL16791,ENCODE EBV-immortalized B cell line,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM1890597,GSE73313,GPL11154,neutrophil,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM1890598,GSE73313,GPL11154,neutrophil,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM1890591,GSE73313,GPL11154,neutrophil,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM1890594,GSE73313,GPL11154,neutrophil,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM1890592,GSE73313,GPL11154,neutrophil,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM1890593,GSE73313,GPL11154,neutrophil,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM1890595,GSE73313,GPL11154,neutrophil,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM1890602,GSE73313,GPL11154,neutrophil,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM1890596,GSE73313,GPL11154,neutrophil,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM1890599,GSE73313,GPL11154,neutrophil,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM1890601,GSE73313,GPL11154,neutrophil,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM1890600,GSE73313,GPL11154,neutrophil,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM1890605,GSE73313,GPL11154,neutrophil,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM1890606,GSE73313,GPL11154,neutrophil,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM1890603,GSE73313,GPL11154,neutrophil,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM1890604,GSE73313,GPL11154,neutrophil,high-throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),50,neutrophils,SINGLE
GSM1917638,GSE74339,GPL16791,B cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM1917641,GSE74339,GPL16791,B cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM1917637,GSE74339,GPL16791,B cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM2071069,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071047,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071067,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071066,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071055,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071053,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071068,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071059,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071072,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071064,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071061,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071052,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071062,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071065,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071058,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071057,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071060,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071063,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071046,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071054,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071073,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071056,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071050,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071070,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071071,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071051,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071049,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2071048,GSE78276,GPL16791,activated naive CD4 T cells,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,naive.CD4.T.cells,SINGLE
GSM2138914,GSE80953,GPL16791,primary B cell,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM2138910,GSE80953,GPL16791,primary B cell,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM2138912,GSE80953,GPL16791,primary B cell,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM2138918,GSE80953,GPL16791,primary B cell,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM2138920,GSE80953,GPL16791,primary B cell,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM2138911,GSE80953,GPL16791,primary B cell,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM2138917,GSE80953,GPL16791,primary B cell,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM2138921,GSE80953,GPL16791,primary B cell,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM2138915,GSE80953,GPL16791,primary B cell,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM2138919,GSE80953,GPL16791,primary B cell,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM2138916,GSE80953,GPL16791,primary B cell,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM2138913,GSE80953,GPL16791,primary B cell,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM2138909,GSE80953,GPL16791,primary B cell,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM2138904,GSE80953,GPL16791,primary B cell,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM2138907,GSE80953,GPL16791,primary B cell,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
GSM2138905,GSE80953,GPL16791,primary B cell,high-throughput sequencing,Illumina HiSeq 2500 (Homo sapiens),50,B.cells,SINGLE
